tag,sentence
SENTENCE:SOCIAL,Agradeço por ajudares com o projeto de pesquisa
SENTENCE:SOCIAL,Agradeço por ajustar as luzes na sala de estar
SENTENCE:SOCIAL,Agradeço por ajustar as luzes para mim
SENTENCE:SOCIAL,Agradeço por ajustar o ar condicionado
SENTENCE:SOCIAL,Agradeço por ajustar o termostato
SENTENCE:SOCIAL,Agradeço por ajustares o sotaque
SENTENCE:SOCIAL,Agradeço por apagar as luzes
SENTENCE:SOCIAL,Agradeço por ativar a função de tradução
SENTENCE:SOCIAL,Agradeço por ativar as legendas em francês
SENTENCE:SOCIAL,Agradeço por ativar comandos de voz na minha língua nativa
SENTENCE:SOCIAL,Agradeço por ativar o modo bilingue
SENTENCE:SOCIAL,Agradeço por ativar o purificador de ar
SENTENCE:SOCIAL,Agradeço por atualizar as configurações de idioma
SENTENCE:SOCIAL,Agradeço por atualizar os dispositivos de casa inteligente
SENTENCE:SOCIAL,Agradeço por atualizares as definições de idioma
SENTENCE:SOCIAL,Agradeço por configurar a automação residencial
SENTENCE:SOCIAL,Agradeço por configurar a câmara do pet
SENTENCE:SOCIAL,Agradeço por configurar a pesquisa segura
SENTENCE:SOCIAL,Agradeço por configurar a saída de voz
SENTENCE:SOCIAL,Agradeço por configurar as novas lâmpadas inteligentes
SENTENCE:SOCIAL,Agradeço por configurar o alarme
SENTENCE:SOCIAL,Agradeço por configurar o guia de pronúncia
SENTENCE:SOCIAL,Agradeço por configurar o home theater
SENTENCE:SOCIAL,Agradeço por configurar o sistema de casa inteligente
SENTENCE:SOCIAL,Agradeço por configurares as respostas por voz em mandarim
SENTENCE:SOCIAL,Agradeço por configurares o alarme
SENTENCE:SOCIAL,Agradeço por configurares o alarme para mim
SENTENCE:SOCIAL,Agradeço por configurares o sistema de alarme
SENTENCE:SOCIAL,Agradeço por configurares o temporizador
SENTENCE:SOCIAL,Agradeço por corrigir o termostato
SENTENCE:SOCIAL,Agradeço por definir o assistente de voz na minha língua preferida
SENTENCE:SOCIAL,Agradeço por desligares o aquecedor
SENTENCE:SOCIAL,Agradeço por encomendar mais comida para o pet
SENTENCE:SOCIAL,Agradeço por gerir as configurações do termostato
SENTENCE:SOCIAL,Agradeço por gerir as câmaras de segurança
SENTENCE:SOCIAL,Agradeço por ligar a cafeteira
SENTENCE:SOCIAL,Agradeço por ligar as luzes
SENTENCE:SOCIAL,Agradeço por ligares as luzes exteriores
SENTENCE:SOCIAL,Agradeço por manter a casa segura
SENTENCE:SOCIAL,Agradeço por me guiar pelos controles parentais
SENTENCE:SOCIAL,Agradeço por me mostrar como bloquear conteúdo explícito
SENTENCE:SOCIAL,Agradeço por me ter convidado
SENTENCE:SOCIAL,Agradeço por me ter convidado para a sua casa
SENTENCE:SOCIAL,Agradeço por mudar a voz para um idioma diferente
SENTENCE:SOCIAL,Agradeço por mudar o idioma para espanhol
SENTENCE:SOCIAL,Agradeço por organizar a reunião
SENTENCE:SOCIAL,Agradeço por organizar o meu horário
SENTENCE:SOCIAL,Agradeço por organizares a reunião com tanta eficiência
SENTENCE:SOCIAL,Agradeço por preparares um jantar tão delicioso
SENTENCE:SOCIAL,Agradeço por reabastecer o alimentador do pet
SENTENCE:SOCIAL,Agradeço por ter vindo à minha festa
SENTENCE:SOCIAL,Agradeço por teres conduzido tão bem a sessão de treinamento
SENTENCE:SOCIAL,Agradeço por teres desenhado este plano de design
SENTENCE:SOCIAL,Agradeço por teres feito a manutenção do carro
SENTENCE:SOCIAL,Agradeço por teres traduzido o manual técnico
SENTENCE:SOCIAL,Agradeço por tocar a minha canção favorita
SENTENCE:SOCIAL,Agradeço por tocar a minha lista de reprodução
SENTENCE:SOCIAL,Agradeço por tocar a minha lista de reprodução favorita
SENTENCE:SOCIAL,Agradeço por tocar música na sala de estar
SENTENCE:SOCIAL,Agradeço por traduzires o documento rapidamente
SENTENCE:SOCIAL,Agradeço por trancar a porta
SENTENCE:SOCIAL,Agradeço por verificar o sistema de segurança
SENTENCE:SOCIAL,Agradeço por verificar o tempo para mim
SENTENCE:SOCIAL,Agradeço por verificar os níveis de água da piscina
SENTENCE:SOCIAL,Agradeço por verificares a tigela de água do animal de estimação
SENTENCE:SOCIAL,Ajude-se ao café
SENTENCE:SOCIAL,As rápidas melhoras
SENTENCE:SOCIAL,Avise-me se as legendas forem úteis
SENTENCE:SOCIAL,Avise-me se precisar de ajuda
SENTENCE:SOCIAL,Avise-me se precisar de mais alguma coisa
SENTENCE:SOCIAL,Avise-me se precisar de mais recomendações
SENTENCE:SOCIAL,Avise-me se precisar de mais recomendações de podcasts
SENTENCE:SOCIAL,Avise-me se precisar de mais recomendações de programas
SENTENCE:SOCIAL,Avise-me se quiser mais recomendações de podcasts
SENTENCE:SOCIAL,Avise-me se quiser mudar algo
SENTENCE:SOCIAL,Bem-vindo a bordo
SENTENCE:SOCIAL,Bem-vindo ao nosso evento esta noite
SENTENCE:SOCIAL,Bem-vindo de volta das suas férias
SENTENCE:SOCIAL,Bem-vindo de volta à sua conta
SENTENCE:SOCIAL,Bem-vindo à equipa
SENTENCE:SOCIAL,Boa noite a todos
SENTENCE:SOCIAL,Boa noite senhoras e senhores
SENTENCE:SOCIAL,Boa noite, como posso ajudar-te hoje
SENTENCE:SOCIAL,Boa sorte com a configuração da tua casa inteligente
SENTENCE:SOCIAL,Boa sorte com a tua apresentação
SENTENCE:SOCIAL,Boa sorte com a tua entrevista
SENTENCE:SOCIAL,Boa sorte com o teu novo projeto
SENTENCE:SOCIAL,Boa sorte com o treino do teu cão
SENTENCE:SOCIAL,Boa sorte no teu exame
SENTENCE:SOCIAL,Boa tarde a todos
SENTENCE:SOCIAL,Bom dia
SENTENCE:SOCIAL,Bom trabalho a configurar o sistema de casa inteligente
SENTENCE:SOCIAL,Bom trabalho a configurar o termóstato
SENTENCE:SOCIAL,Cuide de si
SENTENCE:SOCIAL,Cuide-se e mantenha-se seguro
SENTENCE:SOCIAL,Desejo-lhe tudo de bom no seu novo cargo
SENTENCE:SOCIAL,Desfruta a descobrir novos episódios de "True Crime Garage"
SENTENCE:SOCIAL,Desfruta a descobrir novos podcasts
SENTENCE:SOCIAL,Desfruta da aula de português
SENTENCE:SOCIAL,Desfruta da configuração da tua casa inteligente
SENTENCE:SOCIAL,Desfruta da noite de cinema
SENTENCE:SOCIAL,Desfruta da noite de cinema!
SENTENCE:SOCIAL,Desfruta da nova série dramática chinesa
SENTENCE:SOCIAL,Desfruta da tua maratona de filmes!
SENTENCE:SOCIAL,Desfruta da tua merecida pausa
SENTENCE:SOCIAL,Desfruta da tua noite
SENTENCE:SOCIAL,Desfruta da tua noite de cinema
SENTENCE:SOCIAL,Desfruta da tua noite de cinema!
SENTENCE:SOCIAL,Desfruta da tua noite e fica seguro
SENTENCE:SOCIAL,Desfruta da tua nova casa
SENTENCE:SOCIAL,Desfruta da tua reforma
SENTENCE:SOCIAL,Desfruta da tua sessão de audiolivro
SENTENCE:SOCIAL,Desfruta da tua sessão de audiolivro esta noite
SENTENCE:SOCIAL,Desfruta das atualizações da tua casa inteligente
SENTENCE:SOCIAL,Desfruta das músicas
SENTENCE:SOCIAL,Desfruta das tuas férias
SENTENCE:SOCIAL,Desfruta das tuas músicas favoritas
SENTENCE:SOCIAL,Desfruta deste excelente audiolivro na tua viagem
SENTENCE:SOCIAL,Desfruta do audiolivro na tua longa viagem
SENTENCE:SOCIAL,Desfruta do espetáculo
SENTENCE:SOCIAL,Desfruta do filme
SENTENCE:SOCIAL,Desfruta do filme esta noite
SENTENCE:SOCIAL,Desfruta do podcast, é realmente perspicaz
SENTENCE:SOCIAL,Desfruta do resto da série
SENTENCE:SOCIAL,Desfruta do resto do teu dia
SENTENCE:SOCIAL,Desfruta do tempo bonito este fim de semana
SENTENCE:SOCIAL,Desfruta do teu dia de folga
SENTENCE:SOCIAL,Desfruta do teu dia especial
SENTENCE:SOCIAL,Desfruta do teu fim de semana
SENTENCE:SOCIAL,Desfruta do teu novo emprego
SENTENCE:SOCIAL,Desfruta do teu passeio com o teu cão
SENTENCE:SOCIAL,Desfruta do teu programa favorito
SENTENCE:SOCIAL,Desfruta do teu tempo com o teu novo cachorrinho
SENTENCE:SOCIAL,Desfruta do teu tempo livre
SENTENCE:SOCIAL,Desfruta do último episódio do teu podcast favorito
SENTENCE:SOCIAL,Desfruta do último lançamento na Netflix
SENTENCE:SOCIAL,Desfruta dos próximos feriados
SENTENCE:SOCIAL,Desfruta dos últimos episódios da tua série favorita
SENTENCE:SOCIAL,Divirta-se a ouvir as suas faixas favoritas
SENTENCE:SOCIAL,Divirta-se a ver o espetáculo
SENTENCE:SOCIAL,Divirta-se com a sua maratona de Netflix
SENTENCE:SOCIAL,Divirta-se com o seu novo audiolivro
SENTENCE:SOCIAL,Divirta-se com o seu novo dispositivo inteligente
SENTENCE:SOCIAL,Divirta-se com o seu novo setup de mídia
SENTENCE:SOCIAL,Divirta-se com o seu álbum favorito
SENTENCE:SOCIAL,Divirta-se no evento de adoção de animais
SENTENCE:SOCIAL,Entusiasmado com os novos projetos da Sasha Grey
SENTENCE:SOCIAL,Espero que ache as novas funcionalidades úteis
SENTENCE:SOCIAL,Espero que ache esta lista de reprodução relaxante
SENTENCE:SOCIAL,Espero que ache o episódio do podcast divertido
SENTENCE:SOCIAL,Espero que ache o novo episódio de "The Daily" inspirador
SENTENCE:SOCIAL,Espero que ache o podcast interessante
SENTENCE:SOCIAL,Espero que ame o novo lançamento!
SENTENCE:SOCIAL,Espero que as funcionalidades inteligentes estejam a funcionar bem
SENTENCE:SOCIAL,Espero que as luzes inteligentes estejam a funcionar bem para si
SENTENCE:SOCIAL,Espero que as novas funcionalidades da casa inteligente sejam úteis
SENTENCE:SOCIAL,Espero que encontre o audiolivro perfeito para a sua viagem
SENTENCE:SOCIAL,Espero que encontre um ótimo novo programa para ver
SENTENCE:SOCIAL,Espero que este audiolivro torne o seu treino agradável
SENTENCE:SOCIAL,Espero que esteja a aproveitar as suas férias
SENTENCE:SOCIAL,Espero que esteja a aproveitar o tempo ensolarado
SENTENCE:SOCIAL,Espero que esteja a aproveitar o tempo maravilhoso
SENTENCE:SOCIAL,Espero que esteja a gostar da lista de reprodução
SENTENCE:SOCIAL,Espero que esteja a gostar da nova televisão
SENTENCE:SOCIAL,Espero que esteja a gostar das novas funcionalidades
SENTENCE:SOCIAL,Espero que esteja a manter-se aquecido com esta vaga de frio
SENTENCE:SOCIAL,Espero que esteja a ter um dia fantástico
SENTENCE:SOCIAL,Espero que esteja a ter um dia produtivo
SENTENCE:SOCIAL,Espero que goste da lista de reprodução
SENTENCE:SOCIAL,Espero que goste da lista de reprodução de música brasileira
SENTENCE:SOCIAL,Espero que goste da música
SENTENCE:SOCIAL,Espero que goste da nova lista de reprodução
SENTENCE:SOCIAL,Espero que goste da nova lista de reprodução espanhola
SENTENCE:SOCIAL,Espero que goste de ver "The Witcher"
SENTENCE:SOCIAL,Espero que goste do audiolivro durante a sua viagem
SENTENCE:SOCIAL,Espero que goste do audiolivro em francês
SENTENCE:SOCIAL,Espero que goste do concerto
SENTENCE:SOCIAL,Espero que goste do documentário
SENTENCE:SOCIAL,Espero que goste do espetáculo
SENTENCE:SOCIAL,Espero que goste do filme esta noite
SENTENCE:SOCIAL,Espero que goste do novo audiolivro
SENTENCE:SOCIAL,Espero que goste do novo episódio
SENTENCE:SOCIAL,Espero que goste do novo episódio de "Radiolab"
SENTENCE:SOCIAL,Espero que goste do novo episódio de "Science Vs"
SENTENCE:SOCIAL,Espero que goste do novo vídeo da Mia Khalifa
SENTENCE:SOCIAL,Espero que goste do novo álbum
SENTENCE:SOCIAL,Espero que goste do podcast
SENTENCE:SOCIAL,Espero que goste do seu novo altifalante inteligente
SENTENCE:SOCIAL,Espero que o filme esteja à altura das suas expectativas!
SENTENCE:SOCIAL,Espero que o filme seja ótimo
SENTENCE:SOCIAL,Espero que o novo sistema facilite as coisas
SENTENCE:SOCIAL,Espero que o seu cão aproveite o novo parque
SENTENCE:SOCIAL,Espero que o seu cão goste do novo brinquedo
SENTENCE:SOCIAL,Espero que o seu dia esteja a correr bem
SENTENCE:SOCIAL,Espero que o seu gato se sinta melhor em breve
SENTENCE:SOCIAL,Espero que o seu novo trabalho esteja a correr bem
SENTENCE:SOCIAL,Espero que o seu peixe esteja bem
SENTENCE:SOCIAL,Espero que se divirta a ver a nova temporada!
SENTENCE:SOCIAL,Espero que se divirta a ver o jogo
SENTENCE:SOCIAL,Espero que se divirta com o seu audiolivro
SENTENCE:SOCIAL,Espero que se sinta melhor em breve
SENTENCE:SOCIAL,Espero que tenha gostado do filme tanto quanto eu
SENTENCE:SOCIAL,Espero que tenha um fim de semana maravilhoso
SENTENCE:SOCIAL,Espero que tenha um fim de semana relaxante
SENTENCE:SOCIAL,Espero que tenha um ótimo dia apesar da chuva
SENTENCE:SOCIAL,Espero que tenha um ótimo dia de trabalho
SENTENCE:SOCIAL,Espero que tenha um ótimo fim de semana
SENTENCE:SOCIAL,Espero vê-lo novamente em breve
SENTENCE:SOCIAL,Estou ansioso para discutir o enredo consigo
SENTENCE:SOCIAL,Estou ansioso para ouvir os seus pensamentos sobre "The Tim Ferriss Show"
SENTENCE:SOCIAL,Estou ansioso pela nossa próxima conversa
SENTENCE:SOCIAL,Estou ansioso pelo nosso próximo encontro
SENTENCE:SOCIAL,Estou ansioso pelo próximo lançamento da Tori Black
SENTENCE:SOCIAL,Estou ansioso pelos seus pensamentos sobre o filme
SENTENCE:SOCIAL,Estou feliz por ajudar com as tuas tarefas
SENTENCE:SOCIAL,Estou feliz por ajudar com quaisquer perguntas
SENTENCE:SOCIAL,Estou feliz por te ver depois de tanto tempo
SENTENCE:SOCIAL,Estou feliz por ver a Lisa Ann a fazer um regresso
SENTENCE:SOCIAL,Excelente trabalho na configuração da automação doméstica
SENTENCE:SOCIAL,Feliz Ano Novo
SENTENCE:SOCIAL,Feliz Ação de Graças
SENTENCE:SOCIAL,Feliz Dia das Mães
SENTENCE:SOCIAL,Feliz Dia dos Namorados
SENTENCE:SOCIAL,Feliz aniversário
SENTENCE:SOCIAL,Feliz aniversário para ambos
SENTENCE:SOCIAL,Feliz audição
SENTENCE:SOCIAL,Feliz audição da música italiana
SENTENCE:SOCIAL,Feliz audição das tuas músicas favoritas
SENTENCE:SOCIAL,Feliz audição do "The Tim Ferriss Show"
SENTENCE:SOCIAL,Feliz audição do mais recente audiolivro sueco
SENTENCE:SOCIAL,Feliz audição do teu mais recente audiolivro
SENTENCE:SOCIAL,Feliz audição do teu novo audiolivro favorito
SENTENCE:SOCIAL,Feliz audição dos teus podcasts favoritos
SENTENCE:SOCIAL,Feliz noivado
SENTENCE:SOCIAL,Feliz reforma
SENTENCE:SOCIAL,Feliz reforma para ti
SENTENCE:SOCIAL,Feliz streaming!
SENTENCE:SOCIAL,Felizes férias
SENTENCE:SOCIAL,Foi adorável vê-lo novamente
SENTENCE:SOCIAL,Foi agradável conhecer a sua família
SENTENCE:SOCIAL,Foi agradável conhecê-lo
SENTENCE:SOCIAL,Foi agradável conhecê-lo no evento
SENTENCE:SOCIAL,Foi agradável pôr a conversa em dia consigo
SENTENCE:SOCIAL,Foi agradável vê-lo hoje
SENTENCE:SOCIAL,Foi divertido ver aquele filme juntos
SENTENCE:SOCIAL,Foi fantástico pôr a conversa em dia
SENTENCE:SOCIAL,Foi fantástico trabalhar consigo
SENTENCE:SOCIAL,Foi maravilhoso pôr a conversa em dia consigo
SENTENCE:SOCIAL,Foi um prazer colaborar consigo
SENTENCE:SOCIAL,Foi um prazer conhecê-lo hoje
SENTENCE:SOCIAL,Foi um prazer conhecê-lo na conferência
SENTENCE:SOCIAL,Foi um prazer recebê-lo
SENTENCE:SOCIAL,Foi um prazer trabalhar consigo
SENTENCE:SOCIAL,Foi um prazer ver aquele filme consigo
SENTENCE:SOCIAL,Foi ótimo conhecê-lo
SENTENCE:SOCIAL,Foi ótimo falar consigo hoje
SENTENCE:SOCIAL,Foi ótimo pôr a conversa em dia consigo
SENTENCE:SOCIAL,Foi ótimo trabalhar consigo
SENTENCE:SOCIAL,Foi ótimo vê-lo novamente
SENTENCE:SOCIAL,Grato pela tua ajuda com os controlos parentais
SENTENCE:SOCIAL,Mal posso esperar para saber o que achaste do filme
SENTENCE:SOCIAL,Mantenha-se seguro com o tempo tempestuoso
SENTENCE:SOCIAL,Melhores desejos para a saúde e felicidade do teu cão
SENTENCE:SOCIAL,Melhores desejos para a tua viagem
SENTENCE:SOCIAL,Melhores desejos para o lançamento do teu novo livro
SENTENCE:SOCIAL,Melhores desejos para o novo negócio que estás a iniciar
SENTENCE:SOCIAL,Melhores desejos para o teu novo cargo
SENTENCE:SOCIAL,Não hesites em pedir se precisares de alguma coisa
SENTENCE:SOCIAL,Obrigado pela noite maravilhosa
SENTENCE:SOCIAL,Obrigado por estar lá para mim
SENTENCE:SOCIAL,Parabéns pela tua conquista recente
SENTENCE:SOCIAL,Parabéns pela tua graduação
SENTENCE:SOCIAL,Parabéns pela tua nova casa
SENTENCE:SOCIAL,Parabéns pela tua nova certificação profissional
SENTENCE:SOCIAL,Parabéns pela tua nova empreitada
SENTENCE:SOCIAL,Parabéns pela tua promoção
SENTENCE:SOCIAL,Parabéns pela ótima estreia no filme!
SENTENCE:SOCIAL,Parabéns pelo avanço no teu curso de mestrado
SENTENCE:SOCIAL,Parabéns pelo excelente relatório final
SENTENCE:SOCIAL,Parabéns pelo primeiro aniversário do teu cão
SENTENCE:SOCIAL,Parabéns pelo sucesso na apresentação do projeto
SENTENCE:SOCIAL,Parabéns pelo teu impressionante trabalho de fotografia
SENTENCE:SOCIAL,Parabéns pelo teu noivado
SENTENCE:SOCIAL,Parabéns pelo teu novo bebé
SENTENCE:SOCIAL,Parabéns pelo teu novo emprego
SENTENCE:SOCIAL,Parabéns pelo teu sucesso na competição de programação
SENTENCE:SOCIAL,Parabéns pelo teu sucesso recente
SENTENCE:SOCIAL,Parabéns pelo ótimo trabalho na organização do evento
SENTENCE:SOCIAL,Parabéns à Angela White pelo seu novo prémio
SENTENCE:SOCIAL,Parabéns à Brandi Love pelo seu recente reconhecimento
SENTENCE:SOCIAL,Que bom ouvir que está sol hoje
SENTENCE:SOCIAL,Que bom que as luzes inteligentes estão a funcionar bem
SENTENCE:SOCIAL,Que bom que conseguimos ver aquele filme juntos
SENTENCE:SOCIAL,Que bom que encontraste um excelente audiolivro para ouvir
SENTENCE:SOCIAL,Que bom que estás a gostar da ópera alemã
SENTENCE:SOCIAL,Que bom que estás a pôr-te em dia com a série japonesa
SENTENCE:SOCIAL,Que bom que gostas da nova configuração
SENTENCE:SOCIAL,Que bom que gostas do novo sistema de áudio
SENTENCE:SOCIAL,Que bom que gostaste da música
SENTENCE:SOCIAL,Que bom que gostaste do filme
SENTENCE:SOCIAL,Que bom que vimos aquele filme juntos
SENTENCE:SOCIAL,Que bom saber que o teu animal de estimação está saudável
SENTENCE:SOCIAL,Que bom ter a tua ajuda com os filtros de conteúdo
SENTENCE:SOCIAL,Que bom ter ajudado
SENTENCE:SOCIAL,Que bom ver a Stormy Daniels nas notícias novamente
SENTENCE:SOCIAL,Que bom ver-te a usar a nova app
SENTENCE:SOCIAL,Saúde a Riley Reid pelo seu último sucesso
SENTENCE:SOCIAL,Saúde a uma ótima noite
SENTENCE:SOCIAL,Tem sido um prazer trabalhar consigo
SENTENCE:SOCIAL,Tenha um bom dia
SENTENCE:SOCIAL,Tenha um dia fantástico de trabalho
SENTENCE:SOCIAL,Tenha um dia maravilhoso
SENTENCE:SOCIAL,Tenha um dia produtivo pela frente
SENTENCE:SOCIAL,Tenha um feriado fantástico
SENTENCE:SOCIAL,Tenha um fim de semana relaxante
SENTENCE:SOCIAL,Tenha um ótimo dia
SENTENCE:SOCIAL,Tenha um ótimo dia de trabalho
SENTENCE:SOCIAL,Tenha um ótimo dia pela frente
SENTENCE:SOCIAL,Tenha um ótimo fim de semana
SENTENCE:SOCIAL,Tenha um ótimo resto de dia
SENTENCE:SOCIAL,Tenha um ótimo tempo a ouvir este podcast
SENTENCE:SOCIAL,Tenha um ótimo tempo a ouvir música
SENTENCE:SOCIAL,Tenha um ótimo tempo a ouvir o seu álbum favorito
SENTENCE:SOCIAL,Tenha um ótimo tempo a usar o teu novo leitor multimédia
SENTENCE:SOCIAL,Tenha um ótimo tempo a ver o espetáculo
SENTENCE:SOCIAL,Tenha um ótimo tempo a ver o filme
SENTENCE:SOCIAL,Tenha um ótimo tempo a ver o jogo
SENTENCE:SOCIAL,Tenha um ótimo tempo com a nova série
SENTENCE:SOCIAL,Tenha um ótimo tempo com a playlist
SENTENCE:SOCIAL,Tenha um ótimo tempo com a tua maratona de Netflix
SENTENCE:SOCIAL,Tenha um ótimo tempo com a tua maratona de podcasts
SENTENCE:SOCIAL,Tenha um ótimo tempo com o "Radiolab"
SENTENCE:SOCIAL,Tenha um ótimo tempo com o podcast italiano
SENTENCE:SOCIAL,Tenha um ótimo tempo com o teu audiolivro
SENTENCE:SOCIAL,Tenha um ótimo tempo com o teu novo gadget
SENTENCE:SOCIAL,Tenha um ótimo tempo nas tuas férias
SENTENCE:SOCIAL,Tenha uma agradável noite
SENTENCE:SOCIAL,Tenha uma agradável viagem de regresso a casa
SENTENCE:SOCIAL,Tenha uma celebração maravilhosa
SENTENCE:SOCIAL,Tenha uma fantástica viagem
SENTENCE:SOCIAL,Tenha uma fantástica época de festas
SENTENCE:SOCIAL,Tenha uma viagem maravilhosa
SENTENCE:SOCIAL,Tenha uma viagem segura
SENTENCE:SOCIAL,Tenha uma ótima viagem e fica seguro
SENTENCE:SOCIAL,Vamos agendar uma chamada para discutir mais detalhes
SENTENCE:SOCIAL,Vamos celebrar a sua promoção
SENTENCE:SOCIAL,Vamos celebrar o seu sucesso este fim de semana
SENTENCE:SOCIAL,Vamos conversar sobre o último episódio de "Freakonomics Radio" em breve
SENTENCE:SOCIAL,Vamos discutir o filme ao café
SENTENCE:SOCIAL,Vamos discutir o último episódio de "The Moth" em breve
SENTENCE:SOCIAL,Vamos jantar juntos esta semana
SENTENCE:SOCIAL,Vamos planear outra noite de cinema em breve
SENTENCE:SOCIAL,Vamos planear outro encontro
SENTENCE:SOCIAL,Vamos planear uma viagem juntos
SENTENCE:SOCIAL,Vamos pôr a conversa em dia em breve
SENTENCE:SOCIAL,Vamos tomar um café em breve
SENTENCE:SOCIAL,É agradável ter esta funcionalidade
SENTENCE:SOCIAL,É maravilhoso ouvir as suas notícias
SENTENCE:SOCIAL,É maravilhoso ouvir notícias suas
SENTENCE:SOCIAL,É sempre ótimo pôr a conversa em dia com um filme
SENTENCE:SOCIAL,É ótimo vê-lo hoje
SENTENCE:SOCIAL,É ótimo vê-lo novamente
SENTENCE:STATEMENT, ler livros antes de dormir ajuda-me a adormecer
SENTENCE:STATEMENT, ler livros é uma excelente forma de expandir o teu conhecimento
SENTENCE:STATEMENT, ler pode melhorar o teu vocabulário e habilidades de pensamento crítico
SENTENCE:STATEMENT, ler é o meu passatempo favorito
SENTENCE:STATEMENT, ler é uma parte importante do processo de aprendizagem
SENTENCE:STATEMENT,"Armchair Expert" frequentemente apresenta entrevistas com celebridades
SENTENCE:STATEMENT,"Freakonomics Radio" discute o lado oculto de tudo
SENTENCE:STATEMENT,"How I Built This" entrevista empreendedores sobre a sua jornada
SENTENCE:STATEMENT,"Radiolab" cobre uma vasta gama de tópicos com uma abordagem inovadora
SENTENCE:STATEMENT,"Radiolab" frequentemente explora histórias incomuns e cativantes
SENTENCE:STATEMENT,"Science Vs" explora diferentes tópicos científicos todas as semanas
SENTENCE:STATEMENT,"Science Vs" tem um episódio intrigante sobre descobertas científicas recentes
SENTENCE:STATEMENT,"Serial" foi atualizado com uma nova temporada
SENTENCE:STATEMENT,"The Daily" fornece atualizações de notícias perspicazes todos os dias úteis
SENTENCE:STATEMENT,"The Daily" lança novos episódios todos os dias úteis
SENTENCE:STATEMENT,"The Joe Rogan Experience" apresenta entrevistas profundas com convidados diversos
SENTENCE:STATEMENT,"The Moth" apresenta histórias pessoais contadas ao vivo no palco
SENTENCE:STATEMENT,"The Moth" apresenta histórias reais contadas ao vivo
SENTENCE:STATEMENT,"The Tim Ferriss Show" inclui dicas de produtividade de pessoas bem-sucedidas
SENTENCE:STATEMENT,"The Tim Ferriss Show" partilha dicas de produtividade de indivíduos bem-sucedidos
SENTENCE:STATEMENT,"True Crime Garage" investiga casos criminais a fundo todas as semanas
SENTENCE:STATEMENT,A Declaração de Independência foi assinada a 4 de julho de 1776
SENTENCE:STATEMENT,A Estátua da Liberdade foi um presente da França para os Estados Unidos
SENTENCE:STATEMENT,A Floresta Amazónica é a maior floresta tropical do mundo
SENTENCE:STATEMENT,A Grande Barreira de Coral é o maior sistema de recifes de coral do mundo
SENTENCE:STATEMENT,A Mona Lisa foi pintada por Leonardo da Vinci
SENTENCE:STATEMENT,A Mona Lisa é uma pintura de Leonardo da Vinci
SENTENCE:STATEMENT,A Mona Lisa é uma pintura famosa de Leonardo da Vinci
SENTENCE:STATEMENT,A Netflix lançou recentemente uma nova temporada de “Stranger Things”
SENTENCE:STATEMENT,A Netflix oferece uma ampla gama de géneros, incluindo drama, comédia e documentário
SENTENCE:STATEMENT,A Netflix recomendou "The Queen's Gambit" com base no meu histórico de visualização
SENTENCE:STATEMENT,A Terra gira em torno do sol
SENTENCE:STATEMENT,A Terra é redonda
SENTENCE:STATEMENT,A apresentação precisa ser concluída até ao meio-dia
SENTENCE:STATEMENT,A atualização do sistema foi concluída com sucesso
SENTENCE:STATEMENT,A atualização do software melhora o desempenho do sistema
SENTENCE:STATEMENT,A atualização do software melhorará o desempenho
SENTENCE:STATEMENT,A atualização do trânsito está agora disponível
SENTENCE:STATEMENT,A automação ajuda a otimizar processos repetitivos
SENTENCE:STATEMENT,A banda sonora acrescenta muito à experiência do filme
SENTENCE:STATEMENT,A banda sonora do filme é excecional
SENTENCE:STATEMENT,A canção foi adicionada aos seus favoritos
SENTENCE:STATEMENT,A canção tem uma melodia cativante
SENTENCE:STATEMENT,A casa tem um sistema de aquecimento central
SENTENCE:STATEMENT,A colaboração deles resultou em soluções inovadoras
SENTENCE:STATEMENT,A comunicação eficaz é a chave para o sucesso
SENTENCE:STATEMENT,A comunicação eficaz é vital em qualquer organização
SENTENCE:STATEMENT,A conservação ambiental é crucial para as gerações futuras
SENTENCE:STATEMENT,A conservação da vida selvagem é crucial para o equilíbrio dos ecossistemas
SENTENCE:STATEMENT,A conservação da água é essencial para a sustentabilidade
SENTENCE:STATEMENT,A consulta de vacinação do animal de estimação está confirmada
SENTENCE:STATEMENT,A câmara de animais ajuda-me a vigiar o meu cão quando estou fora
SENTENCE:STATEMENT,A câmara de segurança fornece transmissão ao vivo para o seu telefone
SENTENCE:STATEMENT,A câmara inteligente fornece capacidades de transmissão ao vivo
SENTENCE:STATEMENT,A dieta do meu cão inclui ração de alta qualidade e guloseimas ocasionais
SENTENCE:STATEMENT,A educação é a chave para o sucesso
SENTENCE:STATEMENT,A educação é importante para o crescimento pessoal e societal
SENTENCE:STATEMENT,A equipa atingiu o seu objetivo antes do previsto
SENTENCE:STATEMENT,A equipa de limpeza do escritório chegará às 18 horas
SENTENCE:STATEMENT,A equipa está a trabalhar num projeto inovador
SENTENCE:STATEMENT,A fatura de serviços foi processada
SENTENCE:STATEMENT,A fechadura inteligente está ativada
SENTENCE:STATEMENT,A fechadura inteligente oferece opções de entrada sem chave
SENTENCE:STATEMENT,A fechadura inteligente permite o acesso remoto através da aplicação
SENTENCE:STATEMENT,A fechadura inteligente proporciona entrada sem chave
SENTENCE:STATEMENT,A fechadura inteligente será ativada às 22 horas todas as noites
SENTENCE:STATEMENT,A final da série de televisão foi ontem à noite
